Using scaled threading model. 4 processors detected, 4 threads used to drive the workload, in a possible range of [1,64]
4 query batches completed
8 query batches completed
12 query batches completed
16 query batches completed
20 query batches completed
24 query batches completed
28 query batches completed
32 query batches completed
36 query batches completed
40 query batches completed
44 query batches completed
48 query batches completed
52 query batches completed
56 query batches completed
60 query batches completed
64 query batches completed
CLASS, VARIABLE, READS, WRITES, INSTANCES-USE-VARIABLE, INSTANCES-TOTAL
org.apache.lucene.queryParser.FastCharStream, tokenStart, 1834342, 786349, 131109, 131087
org.apache.lucene.queryParser.FastCharStream, buffer, 2830664, 262157, 131112, 131087
org.apache.lucene.queryParser.FastCharStream, bufferStart, 917181, 524274, 131105, 131087
org.apache.lucene.index.TermBuffer, dirty, 8515307, 9413250, 454, 584
org.apache.lucene.index.TermBuffer, result, 35921352, 0, 261, 584
org.apache.lucene.index.TermBuffer, field, 29282725, 17734239, 322, 584
org.apache.lucene.index.TermBuffer, bytes, 25606182, 576, 512, 584
org.apache.lucene.index.TermBuffer, length, 18386760, 0, 259, 584
org.apache.lucene.index.TermBuffer, preUTF8Strings, 8504861, 0, 131, 584
org.apache.lucene.index.TermBuffer, term, 13642709, 18052577, 320, 584
org.apache.lucene.index.TermBuffer, text, 63371351, 576, 580, 584
org.apache.lucene.search.BooleanScorer2, optionalScorers, 36, 36, 36, 36
org.apache.lucene.search.BooleanScorer2, allowDocsOutOfOrder, 36, 36, 36, 36
org.apache.lucene.search.BooleanScorer2, countingSumScorer, 72, 72, 36, 36
org.apache.lucene.search.BooleanScorer2, coordinator, 36, 36, 36, 36
org.apache.lucene.search.BooleanScorer2, prohibitedScorers, 0, 36, 36, 36
org.apache.lucene.search.BooleanScorer2, minNrShouldMatch, 0, 36, 36, 36
org.apache.lucene.search.BooleanScorer2, requiredScorers, 36, 36, 36, 36
org.apache.lucene.search.TermScorer, termDocs, 546697, 262072, 262046, 262032
org.apache.lucene.search.TermScorer, pointer, 1436664, 588840, 262009, 262032
org.apache.lucene.search.TermScorer, docs, 588848, 262040, 262022, 262032
org.apache.lucene.search.TermScorer, scoreCache, 8682128, 262064, 262041, 262032
org.apache.lucene.search.TermScorer, norms, 304261, 262068, 262040, 262032
org.apache.lucene.search.TermScorer, freqs, 588850, 262065, 262042, 262032
org.apache.lucene.search.TermScorer, weight, 0, 262069, 262044, 262032
org.apache.lucene.search.TermScorer, doc, 1158569, 566306, 262051, 262032
org.apache.lucene.search.TermScorer, pointerMax, 850862, 284604, 262049, 262032
org.apache.lucene.search.TermScorer, weightValue, 8383211, 262064, 262043, 262032
org.apache.lucene.store.Directory, refCount, 0, 0, 0, 129
org.apache.lucene.store.Directory, isOpen, 449, 129, 129, 129
org.apache.lucene.store.Directory, lockFactory, 0, 1, 1, 129
org.apache.lucene.store.Directory, buffer, 0, 0, 0, 129
org.apache.lucene.store.Directory, directory, 0, 0, 0, 129
org.apache.lucene.search.Scorer, termDocs, 0, 0, 0, 262130
org.apache.lucene.search.Scorer, pointer, 0, 0, 0, 262130
org.apache.lucene.search.Scorer, docs, 0, 0, 0, 262130
org.apache.lucene.search.Scorer, scoreCache, 0, 0, 0, 262130
org.apache.lucene.search.Scorer, norms, 0, 0, 0, 262130
org.apache.lucene.search.Scorer, similarity, 8642864, 262143, 262124, 262130
org.apache.lucene.search.Scorer, weight, 0, 0, 0, 262130
org.apache.lucene.search.Scorer, doc, 0, 0, 0, 262130
org.apache.lucene.search.Scorer, freqs, 0, 0, 0, 262130
org.apache.lucene.search.Scorer, pointerMax, 0, 0, 0, 262130
org.apache.lucene.search.Scorer, weightValue, 0, 0, 0, 262130
org.apache.lucene.index.SegmentTermDocs, omitTf, 262072, 0, 262050, 262028
org.apache.lucene.index.SegmentTermDocs, parent, 524147, 262075, 262053, 262028
org.apache.lucene.index.SegmentTermDocs, proxPointer, 16142, 0, 16142, 262028
org.apache.lucene.index.SegmentTermDocs, df, 582385, 262081, 262063, 262028
org.apache.lucene.index.SegmentTermDocs, fieldInfos, 262087, 0, 262062, 262028
org.apache.lucene.index.SegmentTermDocs, freq, 304263, 304259, 16141, 262028
org.apache.lucene.index.SegmentTermDocs, proxBasePointer, 0, 16141, 16141, 262028
org.apache.lucene.index.SegmentTermDocs, maxSkipLevels, 0, 262054, 262032, 262028
org.apache.lucene.index.SegmentTermDocs, storePayloads, 262072, 0, 262050, 262028
org.apache.lucene.index.SegmentTermDocs, freqBasePointer, 32283, 16142, 16142, 262028
org.apache.lucene.index.SegmentTermDocs, tis, 786187, 0, 262057, 262028
org.apache.lucene.index.SegmentTermDocs, skipPointer, 0, 16142, 16142, 262028
org.apache.lucene.index.SegmentTermDocs, currentFieldOmitTf, 284588, 262066, 262042, 262028
org.apache.lucene.index.SegmentTermDocs, deletedDocs, 566323, 262092, 262055, 262028
org.apache.lucene.index.SegmentTermDocs, currentFieldStoresPayloads, 0, 262069, 262047, 262028
org.apache.lucene.index.SegmentTermDocs, count, 886587, 566306, 262042, 262028
org.apache.lucene.index.SegmentTermDocs, skipInterval, 0, 262067, 262046, 262028
org.apache.lucene.index.SegmentTermDocs, skipListReader, 262078, 0, 262056, 262028
org.apache.lucene.index.SegmentTermDocs, field, 262083, 0, 262061, 262028
org.apache.lucene.index.SegmentTermDocs, freqStream, 969084, 262092, 262054, 262028
org.apache.lucene.index.SegmentTermDocs, freqPointer, 16142, 0, 16142, 262028
org.apache.lucene.index.SegmentTermDocs, doc, 608490, 582444, 262046, 262028
org.apache.lucene.index.SegmentTermDocs, skipOffset, 16142, 0, 16141, 262028
org.apache.lucene.index.SegmentTermDocs, docFreq, 16142, 0, 16142, 262028
org.apache.lucene.index.SegmentTermDocs, haveSkipped, 0, 16142, 16142, 262028
org.apache.lucene.index.SegmentReader$Norm, normSeek, 0, 192, 192, 192
org.apache.lucene.index.SegmentReader$Norm, dirty, 0, 0, 0, 192
org.apache.lucene.index.SegmentReader$Norm, number, 0, 192, 192, 192
org.apache.lucene.index.SegmentReader$Norm, refCount, 384, 384, 192, 192
org.apache.lucene.index.SegmentReader$Norm, useSingleNormStream, 192, 192, 192, 192
org.apache.lucene.index.SegmentReader$Norm, rollbackDirty, 0, 0, 0, 192
org.apache.lucene.index.SegmentReader$Norm, in, 256, 448, 192, 192
org.apache.lucene.index.SegmentReader$Norm, bytes, 0, 0, 0, 192
org.apache.lucene.index.SegmentReader$Norm, this$0, 0, 192, 192, 192
org.apache.lucene.index.SegmentInfos, generation, 64, 128, 1, 1
org.apache.lucene.index.SegmentInfos, pendingOutput, 0, 0, 0, 1
org.apache.lucene.index.SegmentInfos, lastGeneration, 0, 128, 1, 1
org.apache.lucene.index.SegmentInfos, counter, 0, 128, 1, 1
org.apache.lucene.index.SegmentInfos, version, 0, 128, 1, 1
org.apache.lucene.index.FieldsReader, indexStream, 106652, 64, 64, 64
org.apache.lucene.index.FieldsReader, fieldInfos, 106396, 64, 64, 64
org.apache.lucene.index.FieldsReader, isIndexed, 212793, 0, 64, 64
org.apache.lucene.index.FieldsReader, omitNorms, 106398, 0, 64, 64
org.apache.lucene.index.FieldsReader, fieldsStreamTL, 64, 64, 64, 64
org.apache.lucene.index.FieldsReader, format, 192, 64, 64, 64
org.apache.lucene.index.FieldsReader, docStoreOffset, 53198, 64, 64, 64
org.apache.lucene.index.FieldsReader, storeTermVector, 106396, 0, 64, 64
org.apache.lucene.index.FieldsReader, cloneableFieldsStream, 192, 64, 64, 64
org.apache.lucene.index.FieldsReader, fieldsStream, 425696, 64, 64, 64
org.apache.lucene.index.FieldsReader, formatSize, 53262, 64, 64, 64
org.apache.lucene.index.FieldsReader, size, 0, 64, 64, 64
org.apache.lucene.index.FieldsReader, name, 106397, 0, 64, 64
org.apache.lucene.index.FieldsReader, closed, 64, 64, 64, 64
org.apache.lucene.index.FieldsReader, numTotalDocs, 0, 64, 64, 64
org.apache.lucene.index.CompoundFileReader$FileEntry, offset, 0, 0, 0, 512
org.apache.lucene.index.CompoundFileReader$FileEntry, length, 0, 0, 0, 512
org.apache.lucene.analysis.TokenFilter, input, 393128, 393069, 393015, 392993
org.apache.lucene.index.IndexReader, fieldInfos, 0, 0, 0, 65
org.apache.lucene.index.IndexReader, deletedDocsDirty, 0, 0, 0, 65
org.apache.lucene.index.IndexReader, rollbackNormsDirty, 0, 0, 0, 65
org.apache.lucene.index.IndexReader, singleNormStream, 0, 0, 0, 65
org.apache.lucene.index.IndexReader, undeleteAll, 0, 0, 0, 65
org.apache.lucene.index.IndexReader, storeCFSReader, 0, 0, 0, 65
org.apache.lucene.index.IndexReader, si, 0, 0, 0, 65
org.apache.lucene.index.IndexReader, termVectorsLocal, 0, 0, 0, 65
org.apache.lucene.index.IndexReader, rollbackDeletedDocsDirty, 0, 0, 0, 65
org.apache.lucene.index.IndexReader, cfsReader, 0, 0, 0, 65
org.apache.lucene.index.IndexReader, segment, 0, 0, 0, 65
org.apache.lucene.index.IndexReader, termVectorsReaderOrig, 0, 0, 0, 65
org.apache.lucene.index.IndexReader, referencedSegmentReader, 0, 0, 0, 65
org.apache.lucene.index.IndexReader, rollbackUndeleteAll, 0, 0, 0, 65
org.apache.lucene.index.IndexReader, readBufferSize, 0, 0, 0, 65
org.apache.lucene.index.IndexReader, tis, 0, 0, 0, 65
org.apache.lucene.index.IndexReader, fieldsReader, 0, 0, 0, 65
org.apache.lucene.index.IndexReader, hasChanges, 64, 64, 64, 65
org.apache.lucene.index.IndexReader, deletedDocs, 0, 0, 0, 65
org.apache.lucene.index.IndexReader, proxStream, 0, 0, 0, 65
org.apache.lucene.index.IndexReader, readOnly, 0, 0, 0, 65
org.apache.lucene.index.IndexReader, rollbackPendingDeleteCount, 0, 0, 0, 65
org.apache.lucene.index.IndexReader, normsDirty, 0, 0, 0, 65
org.apache.lucene.index.IndexReader, refCount, 1155063, 128, 64, 65
org.apache.lucene.index.IndexReader, freqStream, 0, 0, 0, 65
org.apache.lucene.index.IndexReader, norms, 0, 0, 0, 65
org.apache.lucene.index.IndexReader, ones, 0, 0, 0, 65
org.apache.lucene.index.IndexReader, closed, 64, 64, 64, 65
org.apache.lucene.index.IndexReader, pendingDeleteCount, 0, 0, 0, 65
org.apache.lucene.search.IndexSearcher, closeReader, 0, 64, 64, 64
org.apache.lucene.search.IndexSearcher, reader, 1101302, 64, 64, 64
org.dacapo.harness.Lusearch, method, 1, 1, 1, 1
org.dacapo.harness.Lusearch, loader, 1, 0, 1, 1
org.dacapo.harness.Lusearch, scratch, 1, 0, 1, 1
org.dacapo.harness.Lusearch, config, 1, 0, 1, 1
org.dacapo.harness.Lusearch, benchmark, 1, 1, 1, 1
org.apache.lucene.index.SegmentInfos$FindSegmentsFile, val$closeDirectory, 0, 0, 0, 64
org.apache.lucene.index.SegmentInfos$FindSegmentsFile, val$readOnly, 0, 0, 0, 64
org.apache.lucene.index.SegmentInfos$FindSegmentsFile, val$deletionPolicy, 0, 0, 0, 64
org.apache.lucene.index.SegmentInfos$FindSegmentsFile, directory, 256, 64, 64, 64
org.apache.lucene.analysis.Tokenizer, input, 131006, 0, 130988, 130979
org.apache.lucene.analysis.Tokenizer, maxTokenLength, 0, 0, 0, 130979
org.apache.lucene.analysis.Tokenizer, scanner, 0, 0, 0, 130979
org.apache.lucene.analysis.Tokenizer, replaceInvalidAcronym, 0, 0, 0, 130979
org.apache.lucene.analysis.CharArraySet, entries, 679158, 64, 34, 35
org.apache.lucene.analysis.CharArraySet, ignoreCase, 136025, 0, 34, 35
org.apache.lucene.analysis.CharArraySet, count, 6336, 2112, 33, 35
org.apache.commons.cli.Options, shortOpts, 46, 2, 2, 2
org.apache.commons.cli.Options, longOpts, 45, 2, 2, 2
org.apache.commons.cli.Options, requiredOpts, 1, 2, 2, 2
org.apache.commons.cli.Options, optionGroups, 0, 2, 2, 2
org.dacapo.parser.ConfigFileTokenManager, curChar, 46344, 18233, 1, 1
org.dacapo.parser.ConfigFileTokenManager, endLine, 0, 1547, 1, 1
org.dacapo.parser.ConfigFileTokenManager, jjstateSet, 42928, 1, 1, 1
org.dacapo.parser.ConfigFileTokenManager, image, 1547, 1548, 1, 1
org.dacapo.parser.ConfigFileTokenManager, input_stream, 27089, 1, 1, 1
org.dacapo.parser.ConfigFileTokenManager, endColumn, 0, 1547, 1, 1
org.dacapo.parser.ConfigFileTokenManager, specialToken, 0, 1547, 1, 1
org.dacapo.parser.ConfigFileTokenManager, beginColumn, 0, 1547, 1, 1
org.dacapo.parser.ConfigFileTokenManager, curLexState, 1547, 1, 1, 1
org.dacapo.parser.ConfigFileTokenManager, jjrounds, 30406, 1, 1, 1
org.dacapo.parser.ConfigFileTokenManager, defaultLexState, 0, 1, 1, 1
org.dacapo.parser.ConfigFileTokenManager, jjmatchedPos, 2206, 11586, 1, 1
org.dacapo.parser.ConfigFileTokenManager, jjimage, 1548, 1, 1, 1
org.dacapo.parser.ConfigFileTokenManager, jjnewStateCnt, 34056, 34958, 1, 1
org.dacapo.parser.ConfigFileTokenManager, debugStream, 0, 1, 1, 1
org.dacapo.parser.ConfigFileTokenManager, beginLine, 0, 1547, 1, 1
org.dacapo.parser.ConfigFileTokenManager, jjimageLen, 0, 1547, 1, 1
org.dacapo.parser.ConfigFileTokenManager, lengthOfMatch, 0, 0, 0, 1
org.dacapo.parser.ConfigFileTokenManager, jjmatchedKind, 9278, 11591, 1, 1
org.dacapo.parser.ConfigFileTokenManager, jjround, 43900, 13494, 1, 1
org.dacapo.parser.SimpleCharStream, line, 17821, 250, 1, 1
org.dacapo.parser.SimpleCharStream, column, 35176, 17843, 1, 1
org.dacapo.parser.SimpleCharStream, bufsize, 671, 1, 1, 1
org.dacapo.parser.SimpleCharStream, available, 26, 6, 1, 1
org.dacapo.parser.SimpleCharStream, inputStream, 10, 1, 1, 1
org.dacapo.parser.SimpleCharStream, maxNextCharInd, 17609, 12, 1, 1
org.dacapo.parser.SimpleCharStream, tabSize, 20, 1, 1, 1
org.dacapo.parser.SimpleCharStream, inBuf, 21104, 2870, 1, 1
org.dacapo.parser.SimpleCharStream, prevCharIsLF, 17573, 498, 1, 1
org.dacapo.parser.SimpleCharStream, prevCharIsCR, 17325, 1, 1, 1
org.dacapo.parser.SimpleCharStream, bufpos, 81182, 20451, 1, 1
org.dacapo.parser.SimpleCharStream, buffer, 18704, 1, 1, 1
org.dacapo.parser.SimpleCharStream, tokenBegin, 4483, 6690, 1, 1
org.dacapo.parser.SimpleCharStream, bufline, 20667, 1, 1, 1
org.dacapo.parser.SimpleCharStream, bufcolumn, 20667, 1, 1, 1
org.apache.lucene.index.TermInfo, proxPointer, 153350, 176239, 22859, 22858
org.apache.lucene.index.TermInfo, freqPointer, 153369, 176226, 22858, 22858
org.apache.lucene.index.TermInfo, skipOffset, 153368, 153378, 22730, 22858
org.apache.lucene.index.TermInfo, docFreq, 153357, 176189, 22857, 22858
org.apache.lucene.analysis.standard.StandardTokenizerImpl, yyline, 0, 0, 0, 130988
org.apache.lucene.analysis.standard.StandardTokenizerImpl, yychar, 393077, 262052, 130963, 130988
org.apache.lucene.analysis.standard.StandardTokenizerImpl, zzEndRead, 1833982, 261980, 130965, 130988
org.apache.lucene.analysis.standard.StandardTokenizerImpl, zzBuffer, 2226899, 130979, 130958, 130988
org.apache.lucene.analysis.standard.StandardTokenizerImpl, yycolumn, 0, 0, 0, 130988
org.apache.lucene.analysis.standard.StandardTokenizerImpl, zzLexicalState, 262074, 130989, 130977, 130988
org.apache.lucene.analysis.standard.StandardTokenizerImpl, zzReader, 393120, 131024, 131011, 130988
org.apache.lucene.analysis.standard.StandardTokenizerImpl, zzCurrentPos, 1048084, 786173, 130973, 130988
org.apache.lucene.analysis.standard.StandardTokenizerImpl, zzMarkedPos, 1048106, 786236, 130951, 130988
org.apache.lucene.analysis.standard.StandardTokenizerImpl, zzAtEOF, 393078, 131048, 130948, 130988
org.apache.lucene.analysis.standard.StandardTokenizerImpl, zzPushbackPos, 131030, 131055, 131014, 130988
org.apache.lucene.analysis.standard.StandardTokenizerImpl, zzStartRead, 1964951, 393005, 130957, 130988
org.apache.lucene.analysis.standard.StandardTokenizerImpl, zzAtBOL, 0, 131022, 131002, 130988
org.apache.lucene.analysis.standard.StandardTokenizerImpl, zzState, 3769549, 1519761, 130959, 130988
org.apache.lucene.analysis.Token, endOffset, 0, 131023, 100742, 312267
org.apache.lucene.analysis.Token, positionIncrement, 262047, 391960, 100535, 312267
org.apache.lucene.analysis.Token, startOffset, 0, 131006, 100732, 312267
org.apache.lucene.analysis.Token, termText, 1179143, 261470, 211735, 312267
org.apache.lucene.analysis.Token, termLength, 655174, 261588, 211682, 312267
org.apache.lucene.analysis.Token, payload, 131018, 130683, 100517, 312267
org.apache.lucene.analysis.Token, termBuffer, 2225814, 178275, 211666, 312267
org.apache.lucene.analysis.Token, flags, 0, 130486, 1, 312267
org.apache.lucene.analysis.Token, type, 131061, 261274, 100767, 312267
org.apache.lucene.util.cache.SimpleLRUCache, cacheSize, 0, 64, 64, 64
org.apache.lucene.util.cache.SimpleLRUCache, map, 0, 64, 64, 64
org.apache.lucene.index.DirectoryIndexReader, fieldInfos, 0, 0, 0, 64
org.apache.lucene.index.DirectoryIndexReader, deletedDocsDirty, 0, 0, 0, 64
org.apache.lucene.index.DirectoryIndexReader, writeLock, 59, 0, 59, 64
org.apache.lucene.index.DirectoryIndexReader, rollbackNormsDirty, 0, 0, 0, 64
org.apache.lucene.index.DirectoryIndexReader, singleNormStream, 0, 0, 0, 64
org.apache.lucene.index.DirectoryIndexReader, directory, 448, 64, 64, 64
org.apache.lucene.index.DirectoryIndexReader, undeleteAll, 0, 0, 0, 64
org.apache.lucene.index.DirectoryIndexReader, closeDirectory, 64, 64, 64, 64
org.apache.lucene.index.DirectoryIndexReader, storeCFSReader, 0, 0, 0, 64
org.apache.lucene.index.DirectoryIndexReader, si, 0, 0, 0, 64
org.apache.lucene.index.DirectoryIndexReader, termVectorsLocal, 0, 0, 0, 64
org.apache.lucene.index.DirectoryIndexReader, rollbackDeletedDocsDirty, 0, 0, 0, 64
org.apache.lucene.index.DirectoryIndexReader, cfsReader, 0, 0, 0, 64
org.apache.lucene.index.DirectoryIndexReader, segment, 0, 0, 0, 64
org.apache.lucene.index.DirectoryIndexReader, termVectorsReaderOrig, 0, 0, 0, 64
org.apache.lucene.index.DirectoryIndexReader, referencedSegmentReader, 0, 0, 0, 64
org.apache.lucene.index.DirectoryIndexReader, rollbackUndeleteAll, 0, 0, 0, 64
org.apache.lucene.index.DirectoryIndexReader, deletionPolicy, 0, 64, 64, 64
org.apache.lucene.index.DirectoryIndexReader, readBufferSize, 0, 0, 0, 64
org.apache.lucene.index.DirectoryIndexReader, tis, 0, 0, 0, 64
org.apache.lucene.index.DirectoryIndexReader, synced, 128, 64, 64, 64
org.apache.lucene.index.DirectoryIndexReader, fieldsReader, 0, 0, 0, 64
org.apache.lucene.index.DirectoryIndexReader, deletedDocs, 0, 0, 0, 64
org.apache.lucene.index.DirectoryIndexReader, proxStream, 0, 0, 0, 64
org.apache.lucene.index.DirectoryIndexReader, readOnly, 0, 64, 64, 64
org.apache.lucene.index.DirectoryIndexReader, rollbackPendingDeleteCount, 0, 0, 0, 64
org.apache.lucene.index.DirectoryIndexReader, normsDirty, 0, 0, 0, 64
org.apache.lucene.index.DirectoryIndexReader, segmentInfos, 0, 64, 64, 64
org.apache.lucene.index.DirectoryIndexReader, freqStream, 0, 0, 0, 64
org.apache.lucene.index.DirectoryIndexReader, norms, 0, 0, 0, 64
org.apache.lucene.index.DirectoryIndexReader, ones, 0, 0, 0, 64
org.apache.lucene.index.DirectoryIndexReader, pendingDeleteCount, 0, 0, 0, 64
org.dacapo.parser.Config$Size, args, 0, 3, 3, 3
org.dacapo.parser.Config$Size, nThreads, 13, 3, 3, 3
org.dacapo.parser.Config$Size, outputFiles, 1152, 3, 3, 3
org.dacapo.parser.Config$Size, this$0, 206, 3, 3, 3
org.dacapo.parser.Config$Size, name, 0, 3, 3, 3
org.dacapo.parser.Config$Size, threadLimit, 7, 9, 3, 3
org.dacapo.parser.Config$Size, description, 0, 0, 0, 3
org.apache.lucene.index.CompoundFileReader$CSIndexInput, length, 716222, 262730, 16786, 262717
org.apache.lucene.index.CompoundFileReader$CSIndexInput, fileOffset, 487999, 262728, 16788, 262717
org.apache.lucene.index.CompoundFileReader$CSIndexInput, base, 976414, 262726, 262721, 262717
org.apache.commons.cli.CommandLine, args, 4, 1, 1, 1
org.apache.commons.cli.CommandLine, options, 43, 1, 1, 1
org.apache.lucene.index.SegmentReader, omitTf, 64, 0, 64, 64
org.apache.lucene.index.SegmentReader, fieldInfos, 768, 64, 64, 64
org.apache.lucene.index.SegmentReader, omitNorms, 191, 0, 64, 64
org.apache.lucene.index.SegmentReader, deletedDocsDirty, 0, 64, 64, 64
org.apache.lucene.index.SegmentReader, rollbackNormsDirty, 0, 64, 64, 64
org.apache.lucene.index.SegmentReader, singleNormStream, 576, 128, 64, 64
org.apache.lucene.index.SegmentReader, undeleteAll, 0, 64, 64, 64
org.apache.lucene.index.SegmentReader, storeCFSReader, 192, 128, 64, 64
org.apache.lucene.index.SegmentReader, number, 576, 0, 64, 64
org.apache.lucene.index.SegmentReader, useSingleNormStream, 64, 0, 64, 64
org.apache.lucene.index.SegmentReader, termVectorsLocal, 64, 64, 64, 64
org.apache.lucene.index.SegmentReader, rollbackDeletedDocsDirty, 0, 64, 64, 64
org.apache.lucene.index.SegmentReader, cfsReader, 192, 128, 64, 64
org.apache.lucene.index.SegmentReader, si, 262697, 64, 64, 64
org.apache.lucene.index.SegmentReader, segment, 320, 64, 64, 64
org.apache.lucene.index.SegmentReader, termVectorsReaderOrig, 64, 64, 64, 64
org.apache.lucene.index.SegmentReader, referencedSegmentReader, 64, 64, 64, 64
org.apache.lucene.index.SegmentReader, rollbackUndeleteAll, 0, 64, 64, 64
org.apache.lucene.index.SegmentReader, readBufferSize, 0, 64, 64, 64
org.apache.lucene.index.SegmentReader, tis, 262125, 64, 64, 64
org.apache.lucene.index.SegmentReader, isIndexed, 191, 0, 64, 64
org.apache.lucene.index.SegmentReader, fieldsReader, 53326, 64, 64, 64
org.apache.lucene.index.SegmentReader, deletedDocs, 53195, 128, 64, 64
org.apache.lucene.index.SegmentReader, proxStream, 128, 64, 64, 64
org.apache.lucene.index.SegmentReader, readOnly, 0, 0, 0, 64
org.apache.lucene.index.SegmentReader, docCount, 262326, 0, 64, 64
org.apache.lucene.index.SegmentReader, rollbackPendingDeleteCount, 0, 0, 0, 64
org.apache.lucene.index.SegmentReader, normsDirty, 0, 64, 64, 64
org.apache.lucene.index.SegmentReader, norms, 262569, 64, 64, 64
org.apache.lucene.index.SegmentReader, freqStream, 128, 64, 64, 64
org.apache.lucene.index.SegmentReader, name, 448, 0, 64, 64
org.apache.lucene.index.SegmentReader, ones, 0, 0, 0, 64
org.apache.lucene.index.SegmentReader, pendingDeleteCount, 0, 0, 0, 64
org.apache.lucene.index.SegmentReader, docFreq, 16142, 0, 64, 64
org.apache.lucene.queryParser.QueryParserTokenManager, curChar, 7810544, 1258914, 64, 64
org.apache.lucene.queryParser.QueryParserTokenManager, endLine, 0, 262084, 64, 64
org.apache.lucene.queryParser.QueryParserTokenManager, jjstateSet, 16945358, 64, 64, 64
org.apache.lucene.queryParser.QueryParserTokenManager, input_stream, 2699197, 131099, 64, 64
org.apache.lucene.queryParser.QueryParserTokenManager, endColumn, 0, 262073, 64, 64
org.apache.lucene.queryParser.QueryParserTokenManager, beginColumn, 0, 262081, 65, 64
org.apache.lucene.queryParser.QueryParserTokenManager, curLexState, 131044, 131096, 64, 64
org.apache.lucene.queryParser.QueryParserTokenManager, jjrounds, 22290547, 64, 64, 64
org.apache.lucene.queryParser.QueryParserTokenManager, defaultLexState, 131039, 64, 64, 64
org.apache.lucene.queryParser.QueryParserTokenManager, jjmatchedPos, 131045, 1520784, 64, 64
org.apache.lucene.queryParser.QueryParserTokenManager, jjnewStateCnt, 10067627, 10325480, 64, 64
org.apache.lucene.queryParser.QueryParserTokenManager, debugStream, 0, 64, 64, 64
org.apache.lucene.queryParser.QueryParserTokenManager, beginLine, 0, 262090, 64, 64
org.apache.lucene.queryParser.QueryParserTokenManager, jjmatchedKind, 1048072, 1520750, 64, 64
org.apache.lucene.queryParser.QueryParserTokenManager, jjround, 18859447, 1389775, 64, 64
org.apache.lucene.analysis.StopFilter, stopWords, 131054, 131001, 130984, 130984
org.apache.lucene.analysis.StopFilter, input, 262000, 0, 130913, 130984
org.apache.lucene.analysis.StopFilter, enablePositionIncrements, 131019, 131013, 131002, 130984
org.dacapo.harness.TestHarness, className, 1, 0, 1, 1
org.dacapo.harness.TestHarness, config, 9, 1, 1, 1
org.apache.lucene.index.DirectoryIndexReader$1, val$closeDirectory, 64, 64, 64, 64
org.apache.lucene.index.DirectoryIndexReader$1, val$readOnly, 64, 64, 64, 64
org.apache.lucene.index.DirectoryIndexReader$1, val$deletionPolicy, 64, 64, 64, 64
org.apache.lucene.index.DirectoryIndexReader$1, directory, 64, 0, 64, 64
org.apache.lucene.index.DirectoryIndexReader$1, closeDirectory, 0, 64, 64, 64
org.apache.lucene.util.Parameter, name, 0, 18, 18, 18
org.apache.lucene.search.TopDocCollector, score, 226585, 84009, 16142, 262077
org.apache.lucene.search.TopDocCollector, totalHits, 959424, 304252, 262095, 262077
org.apache.lucene.search.TopDocCollector, hq, 792649, 262112, 262092, 262077
org.apache.lucene.search.TopDocCollector, doc, 0, 84011, 3057, 262077
org.apache.lucene.search.TopDocCollector, reusableSD, 860479, 271639, 16142, 262077
org.dacapo.parser.Config, outputFiles, 2, 0, 1, 1
org.dacapo.parser.Config, threadModel, 41, 2, 1, 1
org.dacapo.parser.Config, existence, 66, 0, 1, 1
org.dacapo.parser.Config, className, 1, 2, 1, 1
org.dacapo.parser.Config, filter, 66, 6, 1, 1
org.dacapo.parser.Config, args, 1, 0, 1, 1
org.dacapo.parser.Config, sizes, 1185, 1, 1, 1
org.dacapo.parser.Config, keep, 66, 0, 1, 1
org.dacapo.parser.Config, name, 0, 1, 1, 1
org.dacapo.parser.Config, digest, 66, 206, 1, 1
org.dacapo.parser.Config, jar, 1, 1, 1, 1
org.dacapo.parser.Config, text, 66, 206, 1, 1
org.dacapo.parser.Config, libs, 1, 1, 1, 1
org.dacapo.parser.Config, desc, 9, 1, 1, 1
org.apache.lucene.util.CloseableThreadLocal, t, 524132, 448, 256, 256
org.apache.lucene.util.CloseableThreadLocal, hardRefs, 192, 448, 256, 256
org.apache.lucene.search.TermQuery, term, 16141, 130991, 100487, 100464
org.apache.lucene.search.BooleanQuery, disableCoord, 72, 18, 1, 1
org.apache.lucene.search.BooleanQuery, clauses, 72, 18, 1, 1
org.apache.lucene.search.BooleanQuery, minNrShouldMatch, 36, 18, 1, 1
org.apache.lucene.document.Field, isIndexed, 0, 106395, 106392, 106393
org.apache.lucene.document.Field, fieldsData, 106394, 106396, 106393, 106393
org.apache.lucene.document.Field, name, 0, 106396, 106392, 106393
org.apache.lucene.document.Field, isBinary, 0, 106396, 106393, 106393
org.apache.lucene.document.Field, isTokenized, 0, 106396, 106393, 106393
org.apache.lucene.document.Field, isStored, 0, 106396, 106393, 106393
org.apache.lucene.document.Field, isCompressed, 0, 106394, 106391, 106393
org.dacapo.harness.CommandLineArgs, line, 29, 1, 1, 1
org.dacapo.harness.CommandLineArgs, callback, 2, 2, 1, 1
org.dacapo.harness.CommandLineArgs, benchmarks, 2, 1, 1, 1
org.apache.lucene.util.cache.SimpleMapCache, cacheSize, 0, 0, 0, 64
org.apache.lucene.util.cache.SimpleMapCache, map, 532107, 64, 64, 64
